Date,Site ID,Call Setup Success Rate ,CSFB Preparation Success Rate,DL Traffic In GB,UL Traffic In GB,Total Traffic in GB,Average User Throughput in DownLink In Mbps,Average User Throughput in UpLink In Mbps,Average DL PDCP Throughput In Mbps,Average UL PDCP Throughput In Mbps,PS Drop Call Rate,Average Number of Users in a Cell,Intra Frequency HOSR,Inter Frequency HOSR,Cell_Availability,DL BLER ,DL PRB Utilization ,UL PRB Utilization 
04-12-2025,Site_1,99.76351501,99.80904317,798.2321239,117.2009246,915.4330485,8.978642022,0.483406605,14.32784607,1.715502836,0.165112975,18.53170525,98.71008728,99.68258167,100,7.529255252,29.39936666,19.33642194
04-12-2025,Site_5,99.84669326,99.92332464,399.543942,69.16470253,468.7086445,18.07637971,1.176976278,14.55598337,2.584538973,0.092008085,25.57257791,98.92669426,99.86342043,100,6.083483574,27.80226181,12.24912032
04-12-2025,Site_2,99.85773152,99.98919386,707.7767212,93.89778614,801.6745074,16.71431174,0.40868836,13.46140266,1.486315698,0.128090716,15.55601466,98.89328662,99.32767075,100,7.223149138,28.40894251,15.47839282
04-12-2025,Site_4,99.75309321,99.86356106,468.1921258,72.22925365,540.4213794,12.97594372,0.607050461,12.82178217,1.733804204,0.147962885,13.62741609,98.6679989,98.93784698,100,6.874464811,30.14401377,14.43618993
05-12-2025,Site_3,99.79079381,99.94557527,664.2400956,84.35841608,748.5985117,16.69008272,0.461131534,13.52295365,1.403544907,0.129534887,13.7663966,99.07783342,99.53897457,100,8.247880213,29.41424069,16.48691941
05-12-2025,Site_4,99.78650735,99.8073999,465.4031305,80.22646081,545.6295913,12.26448059,0.871768904,12.8089419,1.917748417,0.115184209,13.85575328,98.56711752,98.31129293,100,6.922089863,29.63405775,14.17545
05-12-2025,Site_1,99.7638106,99.38974105,856.1876426,115.1920191,971.3796617,8.097145887,0.483190481,15.5780599,1.721210456,0.165491349,17.79861111,98.83290732,99.63722841,100,7.547478913,30.76292413,20.38139713
05-12-2025,Site_2,99.87155492,99.95239795,702.4846804,93.93847549,796.4231559,17.18550213,0.431155209,14.02351535,1.574968289,0.099633482,15.45459491,98.66913185,99.5460671,100,7.163072482,28.58412182,15.88752005
05-12-2025,Site_5,99.83929029,99.90308904,462.9396982,85.44372582,548.383424,15.77778123,1.243453335,14.66170797,2.729366801,0.087450103,27.39815779,98.71828271,99.91147556,100,6.120298031,30.94391402,14.035466
06-12-2025,Site_2,99.82948324,97.82296386,692.9411985,90.52384448,783.4650429,16.38304281,0.34427178,13.16172805,1.367714,0.135640751,16.20185553,98.48467213,99.16325264,100,7.130983863,26.46831332,15.06435287
06-12-2025,Site_5,99.86450547,99.95582388,359.5219673,66.47366118,425.9956285,15.20350008,1.30453602,15.54055215,2.917063327,0.083253841,27.31863181,98.68741378,99.85015359,100,6.038427064,32.5514222,14.88314767
06-12-2025,Site_3,99.75705834,99.83002833,537.7156116,74.3669157,612.0825273,15.28072036,0.374585133,12.26926229,1.334708321,0.15405759,14.23047905,99.03330386,99.00894771,99.95470679,8.132256104,27.46847341,17.51744422
06-12-2025,Site_4,99.77974516,98.72568093,463.8621486,74.40832937,538.270478,7.577557636,0.505531896,12.86391324,1.764152142,0.149480234,16.31156725,98.29366526,98.6320006,99.86043596,7.216242238,34.00837136,17.14070713
06-12-2025,Site_1,99.71235171,99.90002,834.916059,119.1127059,954.028765,6.930991357,0.369794984,13.98580508,1.634241902,0.216396877,19.79804784,98.48300308,99.51181214,99.95061728,7.752365526,33.02396779,21.26476243
07-12-2025,Site_4,99.78792248,99.82942431,434.7209847,73.92466283,508.6456475,12.08470496,0.651151347,12.62798104,1.875093443,0.136811805,12.92853492,96.89073403,95.27785567,100,6.768417274,28.22680955,14.23763347
07-12-2025,Site_2,99.74327429,99.97680891,625.3653111,86.23476219,711.6000733,17.5635321,0.221930983,12.94331839,1.448442559,0.242114529,14.82224151,98.4277224,94.68016057,100,6.717721281,25.00966227,14.83890446
07-12-2025,Site_5,99.84439671,99.96039604,433.8819575,82.88438237,516.7663399,16.50686905,1.312306472,14.1860865,2.742192503,0.099073479,27.27527006,98.81925121,99.84751947,100,5.99645857,29.20961531,13.64076486
07-12-2025,Site_3,99.77156752,99.85915493,588.7921028,89.82336926,678.6154721,16.33246256,0.443384454,11.93347874,1.45143193,0.167157859,13.97387731,99.02942895,99.32299909,100,7.778699323,26.06116086,17.61306981
07-12-2025,Site_1,99.79624739,99.7684542,718.3385041,108.892789,827.2312931,9.616147807,0.41891759,13.65699741,1.681600875,0.170110844,16.12012346,98.85000851,99.28317968,100,7.445663017,27.38783235,19.15094916
08-12-2025,Site_5,99.85384373,99.94230492,385.3146116,71.93383169,457.2484432,17.44262115,1.140991806,13.64675721,2.556617818,0.082389401,24.55854552,98.86517899,99.82767534,100,6.053361089,26.95557076,12.76941336
08-12-2025,Site_2,99.611497,99.95603913,602.7464513,85.07738638,687.8238376,17.6691068,0.202030719,12.66693133,1.330584102,0.421304442,14.83633488,98.10160353,93.42516834,100,6.660664178,23.28717208,15.26797512
08-12-2025,Site_1,99.76326597,99.92807049,646.8356758,95.82932913,742.665005,10.28137783,0.365623673,13.36904415,1.556618659,0.181941536,15.37933256,98.8512028,99.22487243,100,7.421469612,26.51697453,17.90064913
08-12-2025,Site_4,99.79488795,99.58698004,405.1197932,73.97699547,479.0967886,12.88301213,0.641211497,12.23463775,1.873796207,0.13526528,12.88001061,96.36455523,94.41082518,100,6.643199878,27.63625287,15.00033242
08-12-2025,Site_3,99.74593976,99.907044,548.4834507,80.79844427,629.2818949,16.34043088,0.38354673,12.1569034,1.403949432,0.168194867,13.40889275,99.16622568,99.42492158,100,7.617563725,25.71005068,16.73490801
09-12-2025,Site_1,99.68629926,99.84892917,660.2838352,100.9053528,761.189188,9.94221911,0.424967071,12.76734462,1.536411891,0.253008442,15.17862654,98.75536984,98.75977242,100,7.505722897,26.52972147,18.22911211
09-12-2025,Site_5,99.86020284,99.89594173,356.3120327,67.9850266,424.2970593,18.05694252,1.122792138,13.5711093,2.544693595,0.087013349,24.13228202,98.97117713,99.81563674,100,5.82972783,25.07659723,12.51435653
09-12-2025,Site_3,99.74142924,99.96738067,571.5869334,78.47455323,650.0614866,16.18132132,0.422912004,12.43337011,1.409872532,0.154226787,13.0805517,99.11579894,99.22408235,100,7.922176137,27.53566924,15.2771807
09-12-2025,Site_2,99.77838662,99.95402827,677.3426816,86.69820952,764.0408912,19.394519,0.293999702,13.50867218,1.367179555,0.200394923,14.66885031,98.57768129,97.05896044,100,6.755452476,25.68674214,14.85518281
09-12-2025,Site_4,99.76082223,99.67951831,439.0537219,71.99772918,511.0514511,13.79167603,0.557763241,12.51352184,1.72785025,0.137827578,13.57683256,97.77536669,95.55919922,100,6.601625819,27.06870428,14.19579553
10-12-2025,Site_1,99.79863819,99.87066975,677.6837674,100.0540164,777.7377838,10.38356975,0.543611189,13.47649711,1.695943873,0.141578976,15.2319713,98.91907861,99.43969476,99.96404321,7.545908226,27.24305459,17.68396189
10-12-2025,Site_3,99.79549688,99.90770651,530.9160078,72.95695972,603.8729675,16.516747,0.538338979,12.45639987,1.437541565,0.134701813,12.82432802,99.16066581,99.58116295,100,7.88973743,25.80419147,15.02208302
10-12-2025,Site_5,99.85042,99.96214272,363.8350016,65.28349912,429.1185007,15.88071176,1.115581623,15.1860247,2.720608657,0.096460009,25.68539433,98.81288977,99.80314961,100,6.026967708,30.7692898,14.14797615
10-12-2025,Site_4,99.7554312,99.92424242,446.7502621,69.37938845,516.1296506,13.18413171,0.585717138,12.65020719,1.726215401,0.131431718,13.17943957,98.94472129,99.16375887,100,6.793694166,29.167463,14.19421746
10-12-2025,Site_2,99.87627152,99.97686792,626.2444162,84.7893101,711.0337263,20.04268333,0.49926265,13.59547334,1.501634709,0.093229545,14.09498408,99.13729856,99.80630426,100,6.749715712,25.25969299,15.23809806
11-12-2025,Site_1,99.78022961,99.8249353,710.3733002,105.1828582,815.5561584,9.024220341,0.484730713,13.45164083,1.660346526,0.161189275,16.63856481,98.61431639,99.27364364,100,7.662414809,28.55414399,18.40351136
11-12-2025,Site_3,99.76344727,99.67830882,606.6091534,84.79691982,691.4060732,14.7789951,0.536722351,12.34877024,1.425505313,0.163296037,14.48657022,98.9814359,99.45759847,100,8.543614634,28.80052559,16.62109409
11-12-2025,Site_4,99.73566095,99.8394434,489.8278358,81.05895567,570.8867915,12.57215135,0.693132912,13.01083582,1.835575656,0.157538488,13.7992718,98.89245251,98.90763952,100,7.242986402,30.4501319,14.56742569
11-12-2025,Site_2,99.8455201,99.93061177,664.7219425,91.00732672,755.7292693,19.46484106,0.509060052,14.23100974,1.615948098,0.086412124,14.53873071,98.60063029,99.68624913,100,6.879882118,26.40799725,16.32738651
11-12-2025,Site_5,99.83125183,99.85661027,447.1964093,84.14505839,531.3414677,15.27170091,1.036215559,14.70197879,2.637071488,0.09844977,26.14686535,98.79678079,99.85390034,99.39197531,6.243459389,30.34450158,14.08317927
12-12-2025,Site_4,99.75203882,99.7470489,366.4042776,57.67388546,424.078163,13.12008944,0.63033985,12.31168141,1.623959995,0.132100893,11.31291318,98.96730769,99.0876507,91.2263696,6.929797844,26.4931727,12.7924337
12-12-2025,Site_5,99.83008326,99.98624484,460.1435488,82.56736445,542.7109133,15.83878857,1.166185496,15.58220157,2.788169139,0.106485437,25.75788002,98.75576796,99.74611797,100,6.221591568,31.19479042,14.09803613
12-12-2025,Site_2,99.85535487,99.95639852,688.1228911,88.75425935,776.8771504,18.59352658,0.449055253,13.92416556,1.434909647,0.107755707,15.10901856,98.79813992,99.65903522,100,7.157588692,26.51373455,15.98147284
12-12-2025,Site_3,99.7769095,99.87253652,809.2272483,94.28753531,903.5147836,17.10405178,0.624183802,16.37970397,1.665772455,0.153792553,13.99246914,98.99950812,99.53980214,100,8.01113365,36.2771888,17.82383289
12-12-2025,Site_1,99.72072195,99.92497562,802.7789665,111.0552127,913.8341793,8.814743564,0.450951943,14.08978002,1.608421376,0.207801363,17.47237654,98.61498038,99.06790491,100,7.795422488,29.92009406,19.07090618
13-12-2025,Site_2,99.728496,99.98848059,711.7559985,83.32531989,795.0813184,11.6572828,0.365745752,12.7657766,1.26408028,0.094493922,13.95047588,98.96188292,99.57279936,99.97640175,7.263429685,26.54212344,15.41140292
13-12-2025,Site_4,99.77497179,99.85824883,419.0842767,66.19279408,485.2770708,14.15006712,0.59021972,12.54598597,1.658667802,0.120000278,12.52648635,98.85430089,99.16057926,99.73929398,6.825324395,27.37709158,13.85283059
13-12-2025,Site_3,99.71950961,99.81292676,753.5786768,88.84590292,842.4245797,11.85816412,0.5203588,13.33973059,1.398694676,0.150738958,13.53281043,99.07784889,99.10860849,99.98720422,8.250196373,31.75182782,17.15030589
13-12-2025,Site_5,99.81378089,99.97176736,474.2886193,86.34050047,560.6291198,14.67856619,1.345344587,13.11061912,2.533106393,0.08620952,21.85738436,98.60784766,99.57652551,99.77803498,6.329585347,29.00048081,16.0623461
13-12-2025,Site_1,99.6847441,99.73073039,766.1403995,111.112823,877.2532225,7.79832837,0.519185005,12.17057526,1.555681355,0.150985289,15.24297873,98.84031054,99.15194624,99.81790123,7.785054445,28.30871549,18.96213581
14-12-2025,Site_5,99.83999777,99.96368478,462.2331355,85.88850284,548.1216383,13.34000366,1.331813789,12.26121539,2.425918221,0.097910292,18.61018519,98.64664561,96.56988996,100,6.376726593,27.27259678,16.28444684
14-12-2025,Site_4,99.74740731,99.97258521,429.9766062,69.6080786,499.5846848,12.43007843,0.564381559,11.81298084,1.685339078,0.15951515,13.41527296,98.77765344,98.93484839,100,7.153111426,29.7554275,13.51456549
14-12-2025,Site_3,99.79272956,99.70890411,771.2563665,97.0151329,868.2714994,13.09155369,0.508531062,12.13250798,1.344297021,0.142612049,13.17760738,99.25731119,98.96244235,100,8.571290844,31.07698182,17.86874954
14-12-2025,Site_1,99.7469421,99.73837644,783.4113113,117.5505666,900.9618778,7.596133513,0.512594861,11.3758091,1.532887165,0.142971296,15.40163323,98.86142723,98.51835597,100,7.680917814,29.04224008,19.6955683
14-12-2025,Site_2,99.8362829,99.98946925,729.3431141,102.4365433,831.7796575,11.46840231,0.612134058,13.82974224,1.972551514,0.090869966,12.82863509,98.76630899,98.6725922,78.28935185,6.680566889,32.84965007,14.22739999
15-12-2025,Site_3,99.7630428,99.91866245,675.4113015,86.73935163,762.1506531,13.9668141,0.567766672,12.31475191,1.40526168,0.146691842,12.22874228,99.29979368,95.26508217,100,8.305639758,28.62180947,16.66721698
15-12-2025,Site_1,99.73624206,99.93270022,728.0262204,106.2558119,834.2820324,8.177621225,0.463155228,11.12678793,1.42447899,0.173118664,14.79225502,98.80762246,97.70896597,100,8.085892401,29.25961652,18.18789549
15-12-2025,Site_2,99.85602976,99.97241887,689.5090231,87.70125592,777.210279,12.13496783,0.360380948,11.85300318,1.305404938,0.095326958,13.32998007,98.95114819,99.01322024,100,7.205794122,26.98433775,15.66873591
15-12-2025,Site_5,99.87612412,99.96155325,423.6627281,84.41685188,508.0795799,14.34893558,1.309694556,11.95269308,2.435524371,0.096182738,18.9123714,98.6292582,97.33950814,100,6.131600405,26.19579159,16.38972567
15-12-2025,Site_4,99.75217071,97.40247904,411.4515066,72.70774114,484.1592478,12.40163404,0.610901854,11.1590969,1.702128788,0.154655414,12.80007831,98.9668265,99.11878641,99.91111111,7.111948628,26.55237996,12.96025676
16-12-2025,Site_5,99.84499587,99.65273471,463.761161,82.94365156,546.7048125,14.20063247,1.214988698,12.57391933,2.329193628,0.09285231,18.93015689,98.84069505,96.65910394,100,6.22513427,27.50625514,15.92837862
16-12-2025,Site_4,99.69115432,91.07250366,469.7184225,83.14704168,552.8654642,12.13733265,0.680196398,11.05234799,1.765526983,0.142270622,11.8924267,98.90990097,98.62782168,100,6.916235163,28.0365605,12.92504128
16-12-2025,Site_3,99.81834742,99.88980164,646.1950287,81.9820168,728.1770455,14.35959274,0.506350956,12.01209554,1.324598107,0.128769874,11.69344779,99.27962749,98.17049129,100,8.355544092,27.8148447,16.18828738
16-12-2025,Site_2,99.76460798,100,788.2963209,101.6808769,889.9771978,13.58790005,0.383160783,11.84337625,1.273603574,0.094164051,15.25883162,99.11650668,99.45267276,98.83082562,7.083333996,25.5133258,15.40287075
16-12-2025,Site_1,99.75200597,99.93252362,690.469232,98.92689669,789.3961287,7.272613073,0.49003054,11.26138254,1.450407921,0.146738371,13.81246106,98.84094207,99.07048225,99.91042953,7.808230288,28.66005436,18.23956488
17-12-2025,Site_2,99.82622157,100,703.8692161,92.85391653,796.7231326,12.72421628,0.34393981,11.50250332,1.229544003,0.10727101,14.55494149,98.98032685,99.25571004,100,7.007443583,24.13865292,15.47681221
17-12-2025,Site_5,99.86211495,99.98608405,440.684333,76.53674817,517.2210811,13.50009389,1.222154101,12.22185828,2.298452314,0.101438745,17.90974068,98.75505714,99.48267391,100,6.278691265,27.62030321,15.26257871
17-12-2025,Site_4,99.70293119,90.48826291,463.6568116,73.5289048,537.1857164,12.39018695,0.642727892,11.62533799,1.639814125,0.153325646,11.23571373,98.87829243,97.6135029,100,6.926189649,26.69181631,12.21199261
17-12-2025,Site_1,99.7569561,99.93476311,704.3644255,96.50498462,800.8694102,7.116599137,0.402795828,11.28176588,1.351398695,0.143706864,13.78885995,98.78389339,98.97585469,100,7.870886023,26.44071527,17.48436959
17-12-2025,Site_3,99.80461287,99.84694854,640.7129676,78.50180221,719.2147698,13.8651171,0.493535193,12.22150219,1.303926051,0.148286509,11.76653164,99.30360707,98.59939181,100,8.424990118,27.81221422,15.9588499
18-12-2025,Site_4,99.66858971,90.28675467,475.8256592,75.90212977,551.7277889,11.036439,0.6166648,10.99119533,1.585002757,0.17446714,11.8194946,99.17245869,97.41945852,100,7.367619079,27.86871839,12.43774515
18-12-2025,Site_5,99.87112961,99.96283449,431.2539616,82.75024772,514.0042093,14.69025392,1.353140961,12.04183356,2.455156909,0.098068528,17.98487654,98.70687113,99.25906928,100,6.100307863,26.33982784,15.75285005
18-12-2025,Site_2,99.81655098,99.97175141,772.6703837,104.1005208,876.7709045,14.27496838,0.46569385,12.08249714,1.35724311,0.098534639,14.57013567,99.09744824,99.59805467,100,6.947501271,25.40734283,16.26269071
18-12-2025,Site_1,99.73376366,99.9759519,727.5108572,102.3370824,829.8479396,6.654987576,0.47265409,11.45066436,1.453964211,0.168485136,13.67272377,98.3377265,99.05295833,99.99376286,8.078173602,28.69829161,17.52040151
18-12-2025,Site_3,99.78742531,99.86936643,628.4047425,76.85202956,705.256772,13.68671793,0.507852089,12.05599159,1.320943524,0.140700282,11.65807292,99.18715501,98.90738016,100,8.398078823,28.67827576,15.73171152
19-12-2025,Site_1,99.74013867,99.82613954,791.3397039,109.3440208,900.6837248,6.811210909,0.474814971,11.45602915,1.430046814,0.168767942,15.1568062,98.54865047,99.1589116,100,8.132524011,29.12251117,17.87743946
19-12-2025,Site_2,99.8415341,99.97211637,834.4443181,95.69169331,930.1360114,13.81335394,0.409721771,13.13603507,1.310771389,0.111940644,14.52736626,98.80990049,99.16794537,100,6.994930596,27.45558061,15.41627286
19-12-2025,Site_4,99.68825648,90.79712956,495.3219117,81.18430853,576.5062202,11.74224858,0.671702743,11.41057809,1.667692327,0.162330301,12.26950231,99.18800375,98.97649102,100,7.278022291,28.20849536,12.82814371
19-12-2025,Site_3,99.81903278,99.88961457,723.9296023,89.20400715,813.1336094,14.2008876,0.581102493,12.62001142,1.376466008,0.126997219,12.80666152,99.22030613,99.33110182,100,8.7500767,29.68943194,16.57969286
19-12-2025,Site_5,99.86113911,99.98731286,452.6307646,77.31934595,529.9501106,13.9776967,1.227867965,12.25176855,2.274786436,0.098613926,18.15932356,98.74097722,99.33304149,100,6.29062592,27.24552847,14.63298932
20-12-2025,Site_1,99.7838189,99.8874779,780.3569285,105.6265486,885.9834771,7.358982992,0.505663725,11.89375838,1.517457134,0.143055217,14.64410665,98.8613619,99.20570465,99.97537294,8.067255069,29.77912652,17.48457668
20-12-2025,Site_3,99.80652724,99.85513807,697.0478914,90.82974303,787.8776344,14.76902249,0.557707648,12.14982259,1.363766499,0.127861109,12.76873071,99.36118939,98.78957654,100,8.367806664,27.05704756,16.67043619
20-12-2025,Site_5,99.85067101,99.89843297,451.432613,78.80778158,530.2403946,15.20439826,1.402799245,12.44019798,2.405758616,0.094299573,17.97107124,98.86515662,99.29949408,100,6.216913585,26.80802406,14.74384323
20-12-2025,Site_4,99.64846193,89.59813499,443.1180196,66.01012111,509.1281407,14.2674822,0.667879918,11.71874901,1.594914524,0.146352696,10.75135031,99.12494385,98.77186495,100,6.726447463,25.09614163,11.22702511
20-12-2025,Site_2,99.84380047,99.9897024,794.9167017,96.2298485,891.1465502,13.80512704,0.457410799,12.83351964,1.370368389,0.097130957,14.134674,99.13858833,99.30680118,100,7.002229331,26.88078652,15.3858082
